AT,V,AP,RH,PE
23.12,69.71,1008.98,84.41,454.20047351782347
27.2,59.74,1011.99,56.74,451.7854031092845
27.88,63.87,1017.79,40.0,454.080097668638
9.76,41.01,1019.66,97.59,480.9236725091675
6.31,42.07,1004.61,77.74,496.25352403923966
22.73,66.75,1018.13,84.06,449.84808132626864
11.52,40.8,1024.31,73.49,493.47017502521936
33.2,73.88,1005.67,48.48,450.4885724202804
17.48,49.39,1021.51,84.53,473.1900117106981
9.5,37.36,1015.13,63.41,489.5973702192398
19.97,59.14,1016.05,70.58,461.8403101913459
27.38,59.21,1012.74,53.53,451.42153002915296
12.71,41.39,1019.3,74.2,488.60001905915846
26.63,43.77,1011.33,49.3,453.32345833512034
11.82,41.67,1012.94,84.51,489.1566783532272
32.32,67.9,1006.08,37.93,440.46309916173067
28.85,68.12,1012.05,46.31,449.9483580578118
27.6,73.42,1011.91,83.66,441.4955843938896
23.95,51.86,1014.24,68.28,461.9371156130488
23.55,65.94,1011.76,58.44,458.63469902588014
21.48,47.43,1006.88,63.54,460.664338547395
13.91,44.58,1021.36,78.98,485.5101521744937
13.55,43.48,1016.08,67.25,476.9761188300112
5.28,45.87,1008.25,97.88,490.83424604301615
21.05,61.87,1009.69,62.81,460.7322728801809
29.0,75.33,1001.6,71.43,444.7512829531646
18.93,67.71,1005.04,82.4,457.5454891166471
21.24,63.47,1011.86,97.02,455.29418155368086
11.99,49.83,1008.33,95.2,480.45430426418295
11.44,34.03,1018.57,74.06,489.4151606138172
29.25,71.94,1007.18,63.62,439.1304041252546
14.0,41.78,1010.96,48.37,479.5263083791211
20.62,43.43,1009.93,64.02,458.881599119105
24.94,74.33,1014.3,75.34,449.8707697596566
24.78,50.16,1004.56,70.22,461.0921378303447
7.26,41.22,1014.86,97.82,501.25295874545947
2.34,39.42,1028.47,69.68,502.2874390891127
24.77,69.71,1009.86,85.56,455.21124496202856
20.64,61.86,1012.81,99.97,458.88892600467193
27.94,49.16,1004.22,35.46,449.6176499885847
22.71,75.23,1010.48,76.86,455.2999873681246
6.93,43.13,1018.61,88.31,499.0819770977809
26.3,69.05,1005.37,41.7,450.260544694021
27.58,78.05,1010.83,94.98,444.3384112307769
23.97,62.44,1013.64,88.5,454.4393952590585
7.97,38.5,1013.84,72.36,498.4540538834451
26.97,64.45,1009.43,53.96,455.8923255485767
25.72,70.47,1010.44,70.57,445.48365860375367
24.31,66.49,1011.38,54.35,453.5682387411685
21.19,42.48,1013.43,80.52,480.8769049767951
8.94,41.38,1021.5,79.45,492.7001330902003
23.92,73.17,1011.81,92.33,445.0856486933206
22.61,42.8,1014.24,69.71,472.29433324384974
21.28,44.05,1005.69,83.2,456.66779314831314
24.56,71.94,1006.81,89.59,450.7090130270889
14.35,49.83,1006.39,91.23,474.1537040233919
26.52,65.06,1013.4,51.78,452.7819583287805
13.61,38.47,1015.1,54.98,480.9756292185879
21.01,60.1,1010.93,78.6,464.6953098553117
31.24,68.3,1015.89,42.84,445.738555324688
6.9,44.71,1019.7,71.21,500.1758476481464
28.12,58.33,1013.61,39.67,461.403758512733
17.14,40.55,1000.05,71.41,473.4032972689746
25.13,51.95,1005.42,62.05,459.5411991563185
10.3,41.79,1021.09,49.39,484.7748310997532
24.58,71.94,1006.85,89.02,446.147113948478
8.9,40.77,1011.67,90.26,492.820633846405
8.19,40.69,1019.86,85.23,490.5991319674155
26.71,68.3,1015.07,62.7,449.58441961346585
27.54,75.6,1018.26,57.89,454.2268520422479
14.88,41.66,1009.4,67.15,480.37906039470647
23.96,60.95,1015.01,65.24,456.8904993919146
14.57,42.18,1015.13,74.89,478.1757957127094
29.22,72.39,1000.87,77.39,443.44838341510825
23.43,63.94,1010.64,89.29,453.4059620143193
22.76,44.05,1006.95,74.07,462.797469377524
29.08,67.07,1005.73,57.18,445.7941395944751
21.07,67.07,1004.64,86.16,458.8483336957267
26.26,74.9,1003.85,81.94,451.6567272059691
27.76,71.97,1008.53,86.97,445.9254486984842
5.74,45.87,1011.44,95.94,493.5294964214712
24.16,66.05,1016.45,73.27,456.0568919866704
16.81,45.87,1008.7,98.0,466.5939592676218
9.12,41.54,1018.61,79.26,494.0061813586401
29.74,70.32,1008.1,52.72,445.95122446571503
14.87,38.28,1014.65,80.24,481.2748114684361
14.2,45.51,1015.36,74.85,476.8692251520079
30.54,70.17,999.42,64.32,448.2336586478991
28.35,71.14,1010.65,60.38,442.94764465924726
21.41,59.43,1010.27,74.54,455.85939843408727
18.51,48.06,1015.14,79.83,469.2711416662098
23.05,68.67,1006.69,76.43,458.5608520428173
20.41,50.32,1008.45,93.12,459.60260225980767
7.66,41.92,1031.96,82.48,496.3599714553605
5.73,40.35,1012.24,91.84,502.72735745940736
10.49,42.49,1009.81,78.92,490.811593795989
22.44,63.86,1020.0,64.83,460.5601438095841
10.23,42.32,1017.53,89.93,486.90527354444856
20.03,60.77,1017.23,87.82,461.8324851138034
32.91,73.56,1007.02,55.03,444.84653494129446
25.21,75.6,1017.19,69.84,458.5546154114488
16.71,42.99,1007.72,75.35,477.3440249391121
30.74,69.59,1008.69,68.04,450.5047830904901
23.48,65.12,1015.82,60.83,458.8006746986081
32.07,71.29,1008.43,44.95,439.6219227228568
10.9,41.46,1016.66,86.2,489.33960931668383
20.17,50.66,1014.38,82.09,468.50519849162566
18.21,62.26,1011.97,87.28,468.3132079015889
31.16,67.45,1014.69,32.25,439.7760449681866
23.94,63.21,1013.52,83.12,452.775827798435
23.33,72.99,1009.33,89.41,452.8551252782064
29.35,69.04,1008.55,61.78,457.5116681115053
28.76,69.48,1008.62,55.86,441.961185049045
13.48,41.92,1030.2,65.96,475.1875203752173
23.28,60.84,1017.91,67.5,455.0580828036586
18.63,48.92,1011.37,71.72,461.5808740496741
6.98,40.35,1011.92,94.72,494.9129945406012
13.46,39.85,1012.76,72.94,483.1157646499336
11.75,35.76,1018.99,57.92,485.0705147299663
27.96,49.16,1004.8,35.64,455.51903087198434
15.34,41.96,1012.08,100.12,482.3502310083407
26.29,68.24,1010.71,76.95,442.41747051647786
24.43,58.95,1017.18,57.73,452.5569690903273
13.53,42.86,1014.0,90.63,484.01434493550727
21.18,44.57,1007.27,73.67,462.0227797011378
14.02,42.86,1030.86,68.36,480.06880771498015
24.1,60.29,1008.2,61.81,462.1924545940177
29.12,66.51,1015.69,37.9,444.39061577929886
30.35,71.32,1009.17,64.61,446.73669493437086
14.18,42.99,1007.19,73.21,482.2648554545386
15.69,37.87,1021.18,84.38,476.049361353789
24.74,69.13,1010.69,90.08,443.9495593148365
24.16,65.06,1013.88,58.96,454.2996362436831
14.69,49.64,1023.43,78.17,446.4192133627803
14.1,42.74,1026.92,67.25,478.29044162348833
14.51,49.83,1006.27,91.65,471.3917298096554
25.91,58.98,1010.02,75.31,454.6254283819928
27.91,64.79,1017.7,48.29,453.6331939830553
16.02,39.54,1007.73,72.81,481.3508554443464
29.51,75.6,1017.92,50.61,444.1385411549328
9.56,44.71,1021.13,64.6,499.6338503252954
26.12,68.94,1007.12,67.08,448.8843931690682
21.67,62.39,1007.98,92.96,456.687275611148
32.38,67.17,1006.97,60.04,451.442158261131
17.77,52.9,1020.11,81.51,468.40202798804086
25.18,62.96,1020.04,59.08,456.9716138934924
31.37,76.86,997.34,62.94,443.9599749840184
6.67,39.37,1020.31,73.56,499.2137607884828
9.27,38.56,1017.69,62.49,487.4744393305092
18.92,44.06,1017.47,68.75,467.11531969610365
26.87,74.99,1002.48,71.91,450.20205638621405
12.82,48.14,1017.47,81.45,480.7197442514004
19.96,56.03,1020.59,64.95,465.7748472108224
25.14,49.02,1007.56,79.02,450.1333094620125
22.68,70.47,1010.86,82.8,454.03324336114446
12.06,52.72,1024.53,80.05,479.4220442364663
15.66,41.35,1001.68,86.26,477.5975100599423
16.92,44.6,1017.34,58.75,472.4858182383844
21.3,66.86,1013.04,55.43,462.5067812931053
23.62,67.45,1014.63,59.8,451.40703908388326
26.59,60.96,1011.9,52.41,453.8446313503654
28.24,71.58,1010.1,67.92,445.5280283161776
19.79,60.1,1010.47,84.04,465.5101333550452
3.99,39.9,1009.74,96.81,503.6932039335052
8.57,39.69,1000.91,99.9,486.1835143127389
13.5,44.92,1023.87,87.17,481.89211371121513
25.86,76.2,1005.73,69.35,450.4854591829124
20.54,69.05,1001.6,79.62,455.9218314130903
2.64,39.64,1011.02,85.24,493.04649674549455
29.14,61.5,1009.64,39.95,449.7171807661777
11.91,40.69,1014.41,83.71,488.63556553786736
8.83,36.25,1028.86,85.6,489.6133005517317
24.63,59.57,1010.45,85.36,451.6209814474594
16.37,54.3,1017.94,63.63,472.3554458155085
32.89,73.68,1014.45,52.34,436.8485141057154
6.86,42.49,1007.95,93.96,500.2271762215754
26.38,71.58,1011.02,80.9,445.3652492548034
16.58,45.87,1009.66,97.59,469.2025907213988
26.13,71.25,999.8,88.47,444.36762142528215
3.31,39.42,1024.05,84.31,499.7563779956608
23.69,77.54,1009.32,89.7,452.4897541824315
17.62,43.69,1016.49,67.92,478.6335095069401
10.41,41.01,1020.12,94.27,485.0003570843997
9.82,41.04,1026.72,77.28,486.6496448582034
31.66,73.91,1004.49,68.13,444.5550303907209
14.57,37.86,1022.44,68.82,476.7800281534719
28.37,69.13,1010.44,71.93,438.1718914025484
21.83,63.13,1013.4,85.82,456.3201223151116
28.02,63.9,1013.96,46.2,458.1373683514778
28.62,69.98,1013.3,68.53,442.8056148796379
26.11,69.84,1002.57,84.99,440.6548391348274
26.54,71.14,1007.52,72.04,441.9321259178454
31.44,79.74,1006.95,56.99,443.0432817116956
15.26,46.18,1013.68,98.58,477.6257803765982
31.7,70.36,1006.26,58.18,451.6492831936174
20.54,68.12,1012.23,81.06,454.2867455424183
32.56,68.14,1004.02,35.04,436.6653561265227
25.54,48.41,1010.51,55.34,452.263702673575
19.36,68.61,1010.85,94.87,465.92203396155327
24.73,70.72,1009.82,88.79,451.31542733953927
15.67,38.62,1015.76,66.29,475.8323045802441
6.87,40.07,1017.91,57.64,502.5825623480473
12.27,41.17,1019.39,52.18,487.2420744735959
14.57,37.86,1022.44,68.82,475.04448076031326
18.83,63.91,1010.8,96.18,458.63951803890495
30.03,68.84,1011.41,53.82,452.38650704601577
30.53,65.18,1012.69,41.85,450.3398156549734
22.25,60.84,1018.07,73.67,455.4335649727394
19.09,42.44,1012.93,63.59,472.2678766493153
30.25,68.24,1006.58,31.9,445.2218294855911
21.28,70.32,1011.06,90.12,452.7563490687235
28.9,71.25,1000.73,77.24,445.30512046395455
11.99,38.28,1013.65,91.31,482.2519075007825
17.46,42.42,1008.97,69.19,480.7858921511926
19.45,41.1,1001.88,52.16,472.1269319912684
25.38,72.24,1010.76,89.64,443.48784429868095
25.42,69.71,1009.29,82.5,448.5794038916645
31.46,77.17,1009.26,59.61,447.4759994732499
28.18,66.56,1005.69,65.67,439.22322367988176
19.82,58.16,1016.76,74.66,469.18665999468885
15.52,36.99,1006.86,89.7,479.6895411228121
20.48,39.72,1001.61,57.32,467.5265383371342
14.66,42.77,1019.37,79.79,475.3043603209728
23.66,60.37,1006.91,87.13,450.9661594587038
28.14,61.47,1009.69,64.66,449.6696490587902
25.98,68.12,1011.36,66.86,450.9591700279312
25.97,69.34,1009.43,88.11,446.1397678400045
9.08,40.46,1019.48,77.37,487.8304647304963
33.26,68.51,1012.49,52.68,440.65731486506223
14.09,45.87,1009.05,84.09,477.6054657182602
10.45,40.71,1015.68,81.48,482.0964337044529
10.95,40.81,1016.19,77.96,488.0251551330237
28.18,49.3,1003.97,55.56,451.0935072828343
20.2,50.9,1011.72,77.63,467.0846195999487
24.57,49.5,1014.22,56.31,468.74658214866906
19.38,63.56,1013.13,83.54,463.9790855840801
23.07,69.23,1011.78,76.06,448.351457514432
7.64,40.81,1026.67,95.24,495.49684912414256
13.7,43.22,1012.01,71.57,476.7673382798465
26.21,65.12,1016.06,44.31,457.7475477688147
26.38,70.47,1007.36,76.91,445.8544335342434
24.44,52.84,1006.39,49.05,452.3558658555621
19.82,57.85,1011.58,97.23,459.382846782195
10.11,41.62,1017.17,97.82,475.15003685550784
12.1,41.58,1014.41,90.22,473.03578885069743
25.63,69.89,1015.17,77.42,447.33311248926367
15.54,39.31,1009.69,71.19,474.6426298709352
5.62,43.65,1017.9,77.43,495.3921406629535
8.48,36.18,1013.31,75.15,493.6294305415233
16.0,44.9,1020.5,80.89,474.9834827980176
19.69,56.65,1020.82,71.54,464.17818085051147
4.71,42.07,1005.35,82.26,498.00480121089225
12.52,71.14,1019.49,76.11,474.67198518817634
7.05,43.65,1018.41,72.36,492.8001893634507
4.43,38.91,1019.04,88.17,503.6653921411804
3.26,41.31,996.32,100.0,500.08545738568085
26.12,75.6,1017.41,72.31,451.85492970428055
14.09,44.47,1029.08,72.36,477.7220350971396
12.22,40.71,1021.25,80.83,488.20946149236056
18.88,40.79,1004.98,92.65,471.64098779929
13.92,39.39,1012.94,80.52,482.5300781469732
23.36,59.15,1013.71,86.64,454.3985589456718
25.41,68.94,1007.21,69.2,447.2305593869774
26.87,69.23,1012.71,54.54,445.9105177542425
30.92,78.05,1011.0,59.62,448.6618801210152
21.45,60.08,1017.92,72.7,462.5436612540344
5.86,40.62,1017.03,85.06,492.68710474882766
15.28,48.14,1012.55,69.65,471.1497698823436
25.69,62.26,1011.38,74.08,449.2285321949393
28.26,63.13,1012.0,68.35,454.1601993208285
16.52,43.7,1015.08,58.36,479.32860326889465
28.53,69.84,1004.46,68.03,440.4511583729672
17.58,39.63,1004.84,80.43,481.4082961909712
26.79,77.95,1009.9,80.22,449.1534857891817
20.55,46.21,1013.21,73.18,460.6533368550529
22.0,51.3,1012.87,85.79,462.700473973617
15.79,49.15,1020.62,76.22,477.386924158024
21.99,51.19,1009.19,82.58,459.4984088471189
11.04,45.51,1017.53,83.42,485.4991207235653
13.48,40.35,1011.71,69.44,486.9835729859442
19.44,60.07,1014.8,69.06,465.6751661179703
24.01,63.56,1014.19,64.31,456.8198822471634
9.82,37.83,1005.29,100.07,485.5414992568906
10.84,40.62,1015.53,60.9,476.1135629481328
30.28,74.67,1016.45,55.76,439.2119120448461
22.11,59.8,1016.74,73.9,464.9077981557965
12.95,43.71,1025.63,90.7,481.5644978420617
23.62,67.45,1014.63,59.8,451.5323743407523
28.09,65.27,1013.27,51.96,451.6325996808485
10.34,41.46,1017.75,89.73,488.757173707159
20.77,51.3,1013.89,88.72,462.3351817114711
24.84,71.73,1009.84,82.41,448.6835364298772
24.88,73.17,1012.26,84.96,446.7712997539738
13.68,45.08,1024.91,85.26,480.5221785627695
11.82,41.67,1012.94,84.51,489.0998394394614
22.44,63.86,1020.0,64.83,459.5274212260788
24.71,61.9,1013.78,85.82,454.9874281724189
12.87,39.3,1019.26,71.55,483.3505033057649
18.37,58.96,1015.5,67.79,472.8749658763515
31.88,66.44,1009.25,64.06,440.84902133569807
9.61,39.04,1023.45,75.66,495.7622339722132
19.41,64.45,1009.44,64.05,465.4314891928448
27.59,54.2,1013.1,51.61,451.4096683242418
23.45,69.05,1003.03,66.41,453.1912864993852
32.14,75.08,1005.35,49.92,451.6329380845352
29.23,66.51,1011.11,53.12,451.61430017704856
27.28,47.93,1003.46,59.22,451.21078288004617
30.71,68.24,1006.15,34.15,440.15768711595865
19.55,56.53,1020.2,78.1,466.2623659525679
27.92,68.3,1015.02,51.04,450.3947580671274
19.15,59.21,1018.41,88.9,461.954086375808
9.29,34.03,1018.84,74.81,497.3278701875843
26.31,52.09,1013.39,53.59,460.2210026472257
5.52,42.85,1012.77,93.82,491.8052651149394
20.01,43.77,1012.13,65.53,468.2450551321184
27.86,63.07,1011.11,56.81,450.482903891533
24.73,71.14,1009.07,68.87,448.682040510392
24.22,62.08,1022.53,60.79,460.7504038445095
8.5,39.16,1014.1,86.64,497.0975773367235
20.11,57.25,1010.36,88.89,465.13441644391327
25.32,60.37,1006.19,73.94,449.7134348856037
5.79,38.68,1017.19,70.46,500.4372279523892
28.3,64.33,1011.23,68.88,454.5392097950717
29.23,74.22,1008.49,57.88,440.61774788880274
28.56,69.51,1012.45,46.59,447.9437459857232
14.1,41.16,1021.26,73.87,472.4031500693354
26.52,63.94,1018.23,42.41,450.9839144782741
13.01,41.58,1020.82,78.41,478.4590752575749
13.55,40.1,1015.7,86.68,485.8901768913638
23.24,63.78,1017.1,63.8,459.1260641214644
23.71,50.23,1017.55,73.24,471.33618897249886
13.91,40.24,1017.03,85.93,478.070791635596
23.59,59.43,1009.96,65.8,453.86604439259247
17.48,52.9,1020.03,76.47,469.75707594765817
20.97,44.63,1007.64,73.69,465.6260947649054
31.82,71.29,1008.44,41.7,442.8021372936663
15.03,42.44,1014.25,94.52,478.7802623362893
21.98,48.41,1008.42,84.86,454.9971298626323
10.8,40.22,1011.25,84.57,490.7685994983505
7.53,43.65,1018.58,64.85,491.4443525485767
24.4,69.94,1005.75,58.1,450.7690145348912
12.97,40.75,1016.05,79.67,489.8935259682428
15.95,49.25,1019.04,88.51,475.8095585900216
26.24,70.36,1005.4,82.43,450.5641217850479
10.42,43.79,1016.22,90.75,486.45675495807546
25.4,65.34,1013.11,53.93,458.978915070554
16.17,46.97,1014.22,85.8,469.2442342684287
24.4,62.26,1011.62,70.1,452.023253278994
7.64,38.18,1017.65,78.51,496.9087703139718
23.04,57.32,1011.23,64.27,456.213142312292
25.45,67.83,1009.47,57.97,442.5351998689261
5.02,45.87,1007.8,99.22,493.6216458222759
12.06,52.72,1024.53,80.05,480.92486551196725
22.67,58.2,1016.91,60.75,458.3330435927759
25.14,67.32,1013.96,41.78,448.3811837293537
9.6,42.03,1017.66,92.27,487.37084320421775
30.51,59.57,1011.08,61.94,448.26783769255934
20.73,59.87,1019.08,80.48,458.4061758395332
4.78,42.85,1013.39,93.36,494.3125816811869
24.4,71.14,1009.7,59.26,445.39219509967535
7.76,39.61,1021.63,80.67,500.2604057632781
15.64,43.71,1024.51,78.31,474.9744025101216
29.25,69.13,1010.27,67.35,438.76687321330365
26.86,72.58,1009.22,88.39,439.0253447367695
9.75,43.69,1016.81,82.42,492.6228032450686
21.87,61.45,1011.13,92.22,457.96533638737856
24.9,58.49,1011.06,65.14,457.1159303230052
12.58,39.72,1018.08,64.25,480.7868395411292
32.15,72.29,1010.13,50.19,447.0896614296536
4.95,42.07,1004.87,80.88,499.37769536367017
18.99,44.6,1014.7,40.11,475.83897444201295
14.29,39.59,1010.93,94.53,475.9577400527816
19.08,41.1,1001.96,62.77,473.3393826999102
21.35,57.76,1017.36,73.1,465.2604317528
14.26,42.86,1011.33,88.37,483.11173971167193
11.8,41.2,1017.18,82.71,488.2884307356145
21.09,46.63,1013.03,74.8,466.821145526944
27.17,61.25,1013.03,70.43,448.8504001688283
18.31,42.23,1012.88,79.32,477.3447136715977
8.5,39.16,1014.1,86.64,498.4154884696289
24.54,60.23,1011.55,72.78,457.4374044576339
29.34,74.34,998.58,81.55,441.4625297191975
24.55,57.5,1015.36,62.45,457.6985698723208
9.48,40.8,1023.82,78.98,497.09968026074
11.56,40.43,1025.48,74.75,502.1065893402119
17.54,42.42,1008.97,67.67,483.74376717578406
15.92,40.56,1020.79,53.52,482.28985657734114
22.05,48.14,1015.81,69.94,459.82672504303713
24.47,58.05,1011.27,71.7,459.3077056710037
14.85,43.13,1016.02,55.29,483.7052147566992
14.66,42.07,1018.14,84.68,474.9888564757964
26.1,66.25,1009.25,84.52,452.7023797278084
34.33,69.05,1000.89,37.9,442.3944243256157
16.3,39.63,1004.64,85.61,475.8631545355012
27.77,51.43,1006.58,69.01,451.1483828166236
12.12,40.0,1018.72,84.42,474.85522331402063
20.84,51.19,1008.63,84.11,461.7936875172285
22.18,69.05,1002.75,70.84,456.2876618641863
12.64,41.49,1019.78,94.0,481.42277509198914
9.95,43.56,1014.85,82.62,489.79247052225617
19.96,39.53,1006.16,62.77,472.56560252349726
26.74,49.02,1008.18,67.59,451.18142525015946
25.81,66.51,1016.53,62.19,449.1699488659663
31.35,71.97,1008.29,72.26,442.3151542015906
23.79,58.49,1011.0,75.39,456.9398369693872
23.43,54.42,1013.58,70.99,467.0828761037182
10.59,42.49,1009.59,77.36,489.58759269916055
23.84,49.21,1013.1,44.72,458.2385394236567
29.91,76.86,998.59,72.41,444.9216695953878
25.21,59.21,1013.19,62.85,451.5409246335929
28.44,74.93,1013.88,52.0,453.8364405002701
22.74,58.12,1015.16,79.58,461.259377422872
15.09,43.13,1015.71,54.36,480.908167765108
6.9,40.62,1018.48,78.84,491.6960646746488
27.21,68.12,1012.96,54.69,449.1780660146856
18.32,47.83,1005.06,87.21,466.29000337041816
4.59,39.33,1010.85,71.78,507.1776077271232
13.04,45.09,1013.0,87.68,479.7234533577112
23.27,64.69,1006.84,70.53,450.00946214831225
16.23,43.52,1020.13,76.3,476.4870661866988
13.95,41.49,1019.95,86.46,476.3074401232179
9.33,39.96,1024.55,98.58,485.3148407347172
12.58,43.67,1014.36,91.72,485.02970245465593
9.64,36.66,1027.1,70.11,491.4740160761328
19.86,59.14,1016.12,69.32,462.82955548300384
27.66,69.75,1009.71,84.27,450.9837149353619
32.31,62.04,1010.41,39.39,460.265513056825
25.62,60.29,1017.81,51.24,457.98654044271086
9.38,44.77,1020.41,85.26,484.85356756738
24.48,64.45,1014.69,51.43,464.8126555355032
23.34,59.14,1017.47,78.91,452.1092862189028
18.79,49.15,1021.69,70.16,471.14546694966896
6.84,39.4,1011.9,93.75,496.1992731509245
20.56,60.08,1017.79,78.08,467.5947137457308
15.37,43.67,1011.9,91.48,480.1787347758737
28.28,56.9,1006.38,64.99,457.05455424477685
10.69,36.71,1022.08,83.28,484.6441954619273
20.06,56.53,1020.38,75.16,467.79982086386633
27.02,71.25,1000.48,87.86,450.19107373803513
19.93,62.1,1019.94,76.41,463.4366546513829
28.61,72.29,1011.61,45.33,458.8776107001679
11.02,40.81,1016.31,78.13,486.0219698341114
7.64,43.79,1016.17,84.45,497.5527850441884
27.99,71.64,1007.79,72.67,449.8115347236224
16.5,44.2,1018.94,63.59,470.17953610183145
32.41,72.86,1003.69,58.04,443.7274905508344
26.1,63.56,1013.12,61.0,455.6129279079663
12.37,43.22,1009.1,76.06,480.0026624626759
26.63,74.16,1009.72,83.26,447.6985301192912
30.21,69.4,1003.69,62.89,448.9427009973626
24.03,62.44,1010.96,79.88,443.2680827443261
10.11,39.72,1019.1,69.68,488.8992825098777
24.2,60.95,1014.82,59.42,461.3953707585961
18.62,65.48,1018.45,73.39,463.59863127884455
31.56,66.44,1008.91,64.16,442.5784316808141
26.69,59.21,1012.55,57.59,448.5320225586333
9.52,39.61,1021.18,73.78,491.7885618325648
11.67,41.93,1019.81,82.58,488.75779138157486
11.54,45.51,1017.19,83.02,488.6188048058155
10.39,40.22,1004.95,91.65,488.83152731052974
21.31,46.97,1014.08,62.57,468.3469800214243
30.46,66.75,1017.81,54.48,443.6997630946272
11.67,42.74,1025.92,79.57,487.8674571051265
24.44,47.93,1003.13,67.04,453.1801701219953
12.74,44.03,1007.62,97.64,477.9550988417956
10.39,44.85,1014.22,78.42,488.8919723813348
23.84,59.87,1019.11,59.59,454.33247267389504
16.65,46.18,1010.6,95.69,478.5488105011142
17.29,52.72,1024.71,62.32,479.8233525654807
22.43,69.84,1006.94,75.54,448.30409575511527
19.24,56.89,1014.29,72.97,463.2499915543776
10.02,38.18,1017.43,68.4,490.4950620631408
